Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
179,Exit Long,X-Exit-Sell Sell 47600 PE,2023-12-26 14:45,47744.10,30,-1509.00,-0.11,124104.00,-0.13,1321.50,0.09,4725.00,0.33
179,Entry Long,Sell 47600 PE,2023-12-26 12:25,47794.40,30,-1509.00,-0.11,124104.00,-0.13,1321.50,0.09,4725.00,0.33
180,Exit Long,SL-Exit-Sell 48000PE,2023-12-27 12:30,48029.80,30,-4069.50,-0.28,120034.50,-0.36,2388.00,0.17,4069.50,0.28
180,Entry Long,Sell 48000 PE,2023-12-27 12:00,48165.45,30,-4069.50,-0.28,120034.50,-0.36,2388.00,0.17,4069.50,0.28
181,Exit Short,X-Exit-Sell Sell 48400 CE,2023-12-29 14:45,48193.90,30,1594.50,0.11,121629.00,0.14,4656.00,0.32,2344.50,0.16
181,Entry Short,Sell 48400 CE,2023-12-29 10:10,48247.05,30,1594.50,0.11,121629.00,0.14,4656.00,0.32,2344.50,0.16
182,Exit Long,X-Exit-Sell Sell 48100 PE,2024-01-01 14:45,48436.15,30,3183.00,0.22,124812.00,0.28,3598.50,0.25,1642.50,0.11
182,Entry Long,Sell 48100 PE,2024-01-01 10:45,48330.05,30,3183.00,0.22,124812.00,0.28,3598.50,0.25,1642.50,0.11
183,Exit Short,X-Exit-Sell Sell 48100 CE,2024-01-02 14:45,47841.70,30,2485.50,0.17,127297.50,0.22,4785.00,0.33,3157.50,0.22
183,Entry Short,Sell 48100 CE,2024-01-02 10:00,47924.55,30,2485.50,0.17,127297.50,0.22,4785.00,0.33,3157.50,0.22
184,Exit Long,X-Exit-Sell Sell 47400 PE,2024-01-03 14:45,47689.40,30,1060.50,0.07,128358.00,0.09,3939.00,0.28,2958.00,0.21
184,Entry Long,Sell 47400 PE,2024-01-03 10:35,47654.05,30,1060.50,0.07,128358.00,0.09,3939.00,0.28,2958.00,0.21
185,Exit Long,X-Exit-Sell Sell 47800 PE,2024-01-04 14:45,48140.60,30,2917.50,0.2,131275.50,0.26,5338.50,0.37,0,0
185,Entry Long,Sell 47800 PE,2024-01-04 11:05,48043.35,30,2917.50,0.2,131275.50,0.26,5338.50,0.37,0,0
186,Exit Short,X-Exit-Sell Sell 48400 CE,2024-01-05 14:45,47976.00,30,5797.50,0.4,137073.00,0.51,10392.00,0.72,72.00,0
186,Entry Short,Sell 48400 CE,2024-01-05 10:45,48169.25,30,5797.50,0.4,137073.00,0.51,10392.00,0.72,72.00,0
187,Exit Long,SL-Exit-Sell 47900PE,2024-01-08 10:55,47932.80,30,-3694.50,-0.26,133378.50,-0.32,784.50,0.05,3694.50,0.26
187,Entry Long,Sell 47900 PE,2024-01-08 10:35,48055.95,30,-3694.50,-0.26,133378.50,-0.32,784.50,0.05,3694.50,0.26
188,Exit Short,X-Exit-Sell Sell 48000 CE,2024-01-08 14:45,47445.60,30,9742.50,0.68,143121.00,0.86,11394.00,0.8,2163.00,0.15
188,Entry Short,Sell 48000 CE,2024-01-08 11:55,47770.35,30,9742.50,0.68,143121.00,0.86,11394.00,0.8,2163.00,0.15
189,Exit Long,SL-Exit-Sell 47600PE,2024-01-09 14:15,47590.60,30,-5776.50,-0.4,137344.50,-0.51,4684.50,0.33,5776.50,0.4
189,Entry Long,Sell 47600 PE,2024-01-09 10:20,47783.15,30,-5776.50,-0.4,137344.50,-0.51,4684.50,0.33,5776.50,0.4
190,Exit Long,X-Exit-Sell Sell 47100 PE,2024-01-10 14:45,47354.60,30,844.50,0.06,138189.00,0.07,2731.50,0.19,1395.00,0.1
190,Entry Long,Sell 47100 PE,2024-01-10 14:00,47326.45,30,844.50,0.06,138189.00,0.07,2731.50,0.19,1395.00,0.1
191,Exit Short,X-Exit-Sell Sell 47600 CE,2024-01-11 14:45,47427.15,30,339.00,0.02,138528.00,0.03,6043.50,0.42,4701.00,0.33
191,Entry Short,Sell 47600 CE,2024-01-11 10:55,47438.45,30,339.00,0.02,138528.00,0.03,6043.50,0.42,4701.00,0.33
192,Exit Long,X-Exit-Sell Sell 47400 PE,2024-01-12 14:45,47841.15,30,7215.00,0.51,145743.00,0.63,8191.50,0.57,994.50,0.07
192,Entry Long,Sell 47400 PE,2024-01-12 10:05,47600.65,30,7215.00,0.51,145743.00,0.63,8191.50,0.57,994.50,0.07
193,Exit Long,X-Exit-Sell Sell 47900 PE,2024-01-15 14:45,48062.40,30,-1945.50,-0.13,143797.50,-0.17,2181.00,0.15,3141.00,0.22
193,Entry Long,Sell 47900 PE,2024-01-15 12:20,48127.25,30,-1945.50,-0.13,143797.50,-0.17,2181.00,0.15,3141.00,0.22
194,Exit Short,X-Exit-Sell Sell 48400 CE,2024-01-16 14:45,48102.80,30,1525.50,0.11,145323.00,0.13,4524.00,0.31,1746.00,0.12
194,Entry Short,Sell 48400 CE,2024-01-16 12:50,48153.65,30,1525.50,0.11,145323.00,0.13,4524.00,0.31,1746.00,0.12
195,Exit Short,X-Exit-Sell Sell 46900 CE,2024-01-17 14:45,46168.65,30,14811.00,1.06,160134.00,1.29,15193.50,1.09,2109.00,0.15
195,Entry Short,Sell 46900 CE,2024-01-17 10:40,46662.35,30,14811.00,1.06,160134.00,1.29,15193.50,1.09,2109.00,0.15
196,Exit Long,SL-Exit-Sell 45900PE,2024-01-18 12:40,45867.75,30,-6511.50,-0.47,153622.50,-0.56,2977.50,0.22,6511.50,0.47
196,Entry Long,Sell 45900 PE,2024-01-18 12:10,46084.80,30,-6511.50,-0.47,153622.50,-0.56,2977.50,0.22,6511.50,0.47
197,Exit Long,SL-Exit-Sell 46000PE,2024-01-19 11:05,46026.15,30,-5098.50,-0.37,148524.00,-0.44,1612.50,0.12,5098.50,0.37
197,Entry Long,Sell 46000 PE,2024-01-19 10:30,46196.10,30,-5098.50,-0.37,148524.00,-0.44,1612.50,0.12,5098.50,0.37
198,Exit Short,X-Exit-Sell Sell 46200 CE,2024-01-19 14:45,45738.80,30,6625.50,0.48,155149.50,0.58,12048.00,0.87,2652.00,0.19
198,Entry Short,Sell 46200 CE,2024-01-19 11:10,45959.65,30,6625.50,0.48,155149.50,0.58,12048.00,0.87,2652.00,0.19
199,Exit Long,SL-Exit-Sell 45800PE,2024-01-20 12:35,45828.60,30,-4561.50,-0.33,150588.00,-0.39,762.00,0.06,4561.50,0.33
199,Entry Long,Sell 45800 PE,2024-01-20 10:50,45980.65,30,-4561.50,-0.33,150588.00,-0.39,762.00,0.06,4561.50,0.33
200,Exit Short,X-Exit-Sell Sell 45300 CE,2024-01-24 14:45,45099.35,30,835.50,0.06,151423.50,0.07,15681.00,1.16,1059.00,0.08
200,Entry Short,Sell 45300 CE,2024-01-24 11:25,45127.20,30,835.50,0.06,151423.50,0.07,15681.00,1.16,1059.00,0.08
201,Exit Short,X-Exit-Sell Sell 44800 CE,2024-01-25 14:45,44545.55,30,2589.00,0.19,154012.50,0.22,6085.50,0.45,4117.50,0.31
201,Entry Short,Sell 44800 CE,2024-01-25 10:20,44631.85,30,2589.00,0.19,154012.50,0.22,6085.50,0.45,4117.50,0.31
202,Exit Long,SL-Exit-Sell 45300PE,2024-01-30 14:30,45264.15,30,-7573.50,-0.55,146439.00,-0.66,54.00,0,7573.50,0.55
202,Entry Long,Sell 45300 PE,2024-01-30 12:00,45516.60,30,-7573.50,-0.55,146439.00,-0.66,54.00,0,7573.50,0.55
203,Exit Short,X-Exit-Sell Sell 46100 CE,2024-01-31 14:45,46068.00,30,-3511.50,-0.25,142927.50,-0.31,2368.50,0.17,4002.00,0.29
203,Entry Short,Sell 46100 CE,2024-01-31 12:30,45950.95,30,-3511.50,-0.25,142927.50,-0.31,2368.50,0.17,4002.00,0.29
204,Exit Short,X-Exit-Sell Sell 46100 CE,2024-02-01 14:45,46064.40,30,-5215.50,-0.38,137712.00,-0.46,6666.00,0.48,12490.50,0.91
204,Entry Short,Sell 46100 CE,2024-02-01 11:20,45890.55,30,-5215.50,-0.38,137712.00,-0.46,6666.00,0.48,12490.50,0.91
205,Exit Long,SL-Exit-Sell 45800PE,2024-02-05 14:35,45770.95,30,-5350.50,-0.39,132361.50,-0.47,2979.00,0.22,5350.50,0.39
205,Entry Long,Sell 45800 PE,2024-02-05 12:00,45949.30,30,-5350.50,-0.39,132361.50,-0.47,2979.00,0.22,5350.50,0.39
206,Exit Short,X-Exit-Sell Sell 45800 CE,2024-02-06 14:45,45717.95,30,-4654.50,-0.34,127707.00,-0.41,421.50,0.03,9202.50,0.67
206,Entry Short,Sell 45800 CE,2024-02-06 10:35,45562.80,30,-4654.50,-0.34,127707.00,-0.41,421.50,0.03,9202.50,0.67
207,Exit Short,X-Exit-Sell Sell 45900 CE,2024-02-07 14:45,45776.65,30,-2224.50,-0.16,125482.50,-0.2,2460.00,0.18,4329.00,0.32
207,Entry Short,Sell 45900 CE,2024-02-07 11:35,45702.50,30,-2224.50,-0.16,125482.50,-0.2,2460.00,0.18,4329.00,0.32
208,Exit Short,X-Exit-Sell Sell 46100 CE,2024-02-08 14:45,45154.10,30,20998.50,1.53,146481.00,1.87,23082.00,1.68,3084.00,0.22
208,Entry Short,Sell 46100 CE,2024-02-08 10:45,45854.05,30,20998.50,1.53,146481.00,1.87,23082.00,1.68,3084.00,0.22
209,Exit Long,X-Exit-Sell Sell 45200 PE,2024-02-09 14:45,45629.30,30,7372.50,0.54,153853.50,0.64,10018.50,0.74,3589.50,0.26
209,Entry Long,Sell 45200 PE,2024-02-09 11:40,45383.55,30,7372.50,0.54,153853.50,0.64,10018.50,0.74,3589.50,0.26
210,Exit Short,X-Exit-Sell Sell 45500 CE,2024-02-12 14:45,44848.75,30,12709.50,0.94,166563.00,1.1,19156.50,1.41,2220.00,0.16
210,Entry Short,Sell 45500 CE,2024-02-12 10:25,45272.40,30,12709.50,0.94,166563.00,1.1,19156.50,1.41,2220.00,0.16
211,Exit Short,X-Exit-Sell Sell 45400 CE,2024-02-13 14:45,45489.55,30,-8332.50,-0.61,158230.50,-0.71,6823.50,0.5,16158.00,1.19
211,Entry Short,Sell 45400 CE,2024-02-13 11:45,45211.80,30,-8332.50,-0.61,158230.50,-0.71,6823.50,0.5,16158.00,1.19
212,Exit Long,TG-Exit-Sell 45200PE,2024-02-14 13:00,45720.40,30,10476.00,0.77,168706.50,0.9,10476.00,0.77,4308.00,0.32
212,Entry Long,Sell 45200 PE,2024-02-14 11:00,45371.20,30,10476.00,0.77,168706.50,0.9,10476.00,0.77,4308.00,0.32
213,Exit Long,X-Exit-Sell Sell 45800 PE,2024-02-15 14:45,46165.85,30,4849.50,0.35,173556.00,0.41,6858.00,0.5,3441.00,0.25
213,Entry Long,Sell 45800 PE,2024-02-15 11:50,46004.20,30,4849.50,0.35,173556.00,0.41,6858.00,0.5,3441.00,0.25
214,Exit Long,SL-Exit-Sell 46300PE,2024-02-16 14:10,46346.80,30,-3886.50,-0.28,169669.50,-0.33,6511.50,0.47,3886.50,0.28
214,Entry Long,Sell 46300 PE,2024-02-16 13:35,46476.35,30,-3886.50,-0.28,169669.50,-0.33,6511.50,0.47,3886.50,0.28
215,Exit Long,X-Exit-Sell Sell 46300 PE,2024-02-19 14:45,46639.85,30,3537.00,0.25,173206.50,0.3,5863.50,0.42,1998.00,0.14
215,Entry Long,Sell 46300 PE,2024-02-19 10:25,46521.95,30,3537.00,0.25,173206.50,0.3,5863.50,0.42,1998.00,0.14
216,Exit Long,X-Exit-Sell Sell 46600 PE,2024-02-20 14:45,47009.75,30,7149.00,0.51,180355.50,0.61,8955.00,0.64,238.50,0.02
216,Entry Long,Sell 46600 PE,2024-02-20 10:10,46771.45,30,7149.00,0.51,180355.50,0.61,8955.00,0.64,238.50,0.02
217,Exit Short,X-Exit-Sell Sell 47300 CE,2024-02-21 14:45,47034.80,30,2979.00,0.21,183334.50,0.25,6271.50,0.44,5553.00,0.39
217,Entry Short,Sell 47300 CE,2024-02-21 10:15,47134.10,30,2979.00,0.21,183334.50,0.25,6271.50,0.44,5553.00,0.39
218,Exit Long,X-Exit-Sell Sell 46500 PE,2024-02-22 14:45,46777.45,30,3214.50,0.23,186549.00,0.27,7177.50,0.51,249.00,0.02
218,Entry Long,Sell 46500 PE,2024-02-22 13:40,46670.30,30,3214.50,0.23,186549.00,0.27,7177.50,0.51,249.00,0.02
219,Exit Long,SL-Exit-Sell 47000PE,2024-02-23 10:30,46962.45,30,-6474.00,-0.46,180075.00,-0.55,2013.00,0.14,6474.00,0.46
219,Entry Long,Sell 47000 PE,2024-02-23 10:15,47178.25,30,-6474.00,-0.46,180075.00,-0.55,2013.00,0.14,6474.00,0.46
220,Exit Long,SL-Exit-Sell 46900PE,2024-02-23 13:25,46851.80,30,-6178.50,-0.44,173896.50,-0.52,1006.50,0.07,6178.50,0.44
220,Entry Long,Sell 46900 PE,2024-02-23 11:05,47057.75,30,-6178.50,-0.44,173896.50,-0.52,1006.50,0.07,6178.50,0.44
221,Exit Short,X-Exit-Sell Sell 46700 CE,2024-02-26 14:45,46680.10,30,-4350.00,-0.31,169546.50,-0.37,25.50,0,8109.00,0.58
221,Entry Short,Sell 46700 CE,2024-02-26 12:20,46535.10,30,-4350.00,-0.31,169546.50,-0.37,25.50,0,8109.00,0.58
222,Exit Short,X-Exit-Sell Sell 46600 CE,2024-02-27 14:45,46636.80,30,-7497.00,-0.54,162049.50,-0.64,1860.00,0.13,10060.50,0.72
222,Entry Short,Sell 46600 CE,2024-02-27 10:15,46386.90,30,-7497.00,-0.54,162049.50,-0.64,1860.00,0.13,10060.50,0.72
223,Exit Short,X-Exit-Sell Sell 46300 CE,2024-02-28 14:45,46037.50,30,2283.00,0.17,164332.50,0.2,5998.50,0.43,4978.50,0.36
223,Entry Short,Sell 46300 CE,2024-02-28 12:55,46113.60,30,2283.00,0.17,164332.50,0.2,5998.50,0.43,4978.50,0.36
224,Exit Long,X-Exit-Sell Sell 45800 PE,2024-02-29 14:45,46275.20,30,8173.50,0.59,172506.00,0.7,8220.00,0.6,1896.00,0.14
224,Entry Long,Sell 45800 PE,2024-02-29 12:45,46002.75,30,8173.50,0.59,172506.00,0.7,8220.00,0.6,1896.00,0.14
225,Exit Long,TG-Exit-Sell 46500PE,2024-03-01 11:35,46895.50,30,6540.00,0.47,179046.00,0.56,6540.00,0.47,0,0
225,Entry Long,Sell 46500 PE,2024-03-01 11:10,46677.50,30,6540.00,0.47,179046.00,0.56,6540.00,0.47,0,0
226,Exit Long,SL-Exit-Sell 47300PE,2024-03-04 10:55,47290.60,30,-5290.50,-0.37,173755.50,-0.45,1618.50,0.11,5290.50,0.37
226,Entry Long,Sell 47300 PE,2024-03-04 10:25,47466.95,30,-5290.50,-0.37,173755.50,-0.45,1618.50,0.11,5290.50,0.37
227,Exit Long,X-Exit-Sell Sell 47300 PE,2024-03-05 14:45,47651.15,30,4143.00,0.29,177898.50,0.35,6744.00,0.47,9.00,0
227,Entry Long,Sell 47300 PE,2024-03-05 12:50,47513.05,30,4143.00,0.29,177898.50,0.35,6744.00,0.47,9.00,0
228,Exit Short,X-Exit-Sell Sell 48000 CE,2024-03-07 14:45,47880.75,30,-1923.00,-0.13,175975.50,-0.16,2083.50,0.15,4768.50,0.33
228,Entry Short,Sell 48000 CE,2024-03-07 10:45,47816.65,30,-1923.00,-0.13,175975.50,-0.16,2083.50,0.15,4768.50,0.33
229,Exit Short,X-Exit-Sell Sell 47700 CE,2024-03-11 14:45,47369.40,30,4644.00,0.33,180619.50,0.39,8806.50,0.62,520.50,0.04
229,Entry Short,Sell 47700 CE,2024-03-11 11:25,47524.20,30,4644.00,0.33,180619.50,0.39,8806.50,0.62,520.50,0.04
230,Exit Short,X-Exit-Sell Sell 47800 CE,2024-03-12 14:45,47287.35,30,10002.00,0.7,190621.50,0.85,22089.00,1.55,786.00,0.06
230,Entry Short,Sell 47800 CE,2024-03-12 10:35,47620.75,30,10002.00,0.7,190621.50,0.85,22089.00,1.55,786.00,0.06
231,Exit Short,X-Exit-Sell Sell 47400 CE,2024-03-13 14:45,46951.10,30,8881.50,0.63,199503.00,0.75,11728.50,0.83,715.50,0.05
231,Entry Short,Sell 47400 CE,2024-03-13 11:05,47247.15,30,8881.50,0.63,199503.00,0.75,11728.50,0.83,715.50,0.05
232,Exit Long,SL-Exit-Sell 46900PE,2024-03-14 13:45,46885.15,30,-5406.00,-0.38,194097.00,-0.45,4984.50,0.35,5406.00,0.38
232,Entry Long,Sell 46900 PE,2024-03-14 11:15,47065.35,30,-5406.00,-0.38,194097.00,-0.45,4984.50,0.35,5406.00,0.38
233,Exit Long,X-Exit-Sell Sell 46300 PE,2024-03-15 14:45,46469.55,30,-490.50,-0.04,193606.50,-0.04,6774.00,0.49,3126.00,0.22
233,Entry Long,Sell 46300 PE,2024-03-15 13:00,46485.90,30,-490.50,-0.04,193606.50,-0.04,6774.00,0.49,3126.00,0.22
234,Exit Short,X-Exit-Sell Sell 46400 CE,2024-03-18 14:45,46681.75,30,-14517.00,-1.05,179089.50,-1.22,5271.00,0.38,16242.00,1.17
234,Entry Short,Sell 46400 CE,2024-03-18 11:15,46197.85,30,-14517.00,-1.05,179089.50,-1.22,5271.00,0.38,16242.00,1.17
235,Exit Long,SL-Exit-Sell 46300PE,2024-03-19 14:00,46329.20,30,-4168.50,-0.3,174921.00,-0.35,1689.00,0.12,4168.50,0.3
235,Entry Long,Sell 46300 PE,2024-03-19 10:35,46468.15,30,-4168.50,-0.3,174921.00,-0.35,1689.00,0.12,4168.50,0.3
236,Exit Short,X-Exit-Sell Sell 46100 CE,2024-03-20 14:45,46288.00,30,-11214.00,-0.81,163707.00,-0.95,2127.00,0.15,22240.50,1.61
236,Entry Short,Sell 46100 CE,2024-03-20 10:45,45914.20,30,-11214.00,-0.81,163707.00,-0.95,2127.00,0.15,22240.50,1.61
237,Exit Long,SL-Exit-Sell 46700PE,2024-03-21 12:05,46694.90,30,-7015.50,-0.5,156691.50,-0.6,1845.00,0.13,7015.50,0.5
237,Entry Long,Sell 46700 PE,2024-03-21 10:10,46928.75,30,-7015.50,-0.5,156691.50,-0.6,1845.00,0.13,7015.50,0.5
238,Exit Short,X-Exit-Sell Sell 46800 CE,2024-03-26 14:45,46555.50,30,1420.50,0.1,158112.00,0.12,2214.00,0.16,2362.50,0.17
238,Entry Short,Sell 46800 CE,2024-03-26 13:50,46602.85,30,1420.50,0.1,158112.00,0.12,2214.00,0.16,2362.50,0.17
239,Exit Long,X-Exit-Sell Sell 46700 PE,2024-03-27 14:45,46756.90,30,-3984.00,-0.28,154128.00,-0.34,1705.50,0.12,5781.00,0.41
239,Entry Long,Sell 46700 PE,2024-03-27 10:05,46889.70,30,-3984.00,-0.28,154128.00,-0.34,1705.50,0.12,5781.00,0.41
240,Exit Long,X-Exit-Sell Sell 47100 PE,2024-03-28 14:45,47407.45,30,3249.00,0.23,157377.00,0.28,4239.00,0.3,441.00,0.03
240,Entry Long,Sell 47100 PE,2024-03-28 12:40,47299.15,30,3249.00,0.23,157377.00,0.28,4239.00,0.3,441.00,0.03
241,Exit Short,X-Exit-Sell Sell 47700 CE,2024-04-01 14:45,47478.65,30,-258.00,-0.02,157119.00,-0.02,1132.50,0.08,2782.50,0.2
241,Entry Short,Sell 47700 CE,2024-04-01 12:55,47470.05,30,-258.00,-0.02,157119.00,-0.02,1132.50,0.08,2782.50,0.2
242,Exit Long,X-Exit-Sell Sell 47300 PE,2024-04-03 14:45,47550.95,30,1695.00,0.12,158814.00,0.15,5475.00,0.38,1968.00,0.14
242,Entry Long,Sell 47300 PE,2024-04-03 10:15,47494.45,30,1695.00,0.12,158814.00,0.15,5475.00,0.38,1968.00,0.14
243,Exit Short,X-Exit-Sell Sell 48000 CE,2024-04-04 14:45,48117.50,30,-11121.00,-0.78,147693.00,-0.96,1023.00,0.07,11967.00,0.84
243,Entry Short,Sell 48000 CE,2024-04-04 10:55,47746.80,30,-11121.00,-0.78,147693.00,-0.96,1023.00,0.07,11967.00,0.84
244,Exit Long,X-Exit-Sell Sell 48000 PE,2024-04-05 14:45,48313.85,30,2316.00,0.16,150009.00,0.2,3802.50,0.26,2239.50,0.15
244,Entry Long,Sell 48000 PE,2024-04-05 11:15,48236.65,30,2316.00,0.16,150009.00,0.2,3802.50,0.26,2239.50,0.15
245,Exit Long,X-Exit-Sell Sell 48500 PE,2024-04-08 14:45,48577.10,30,-2655.00,-0.18,147354.00,-0.23,1540.50,0.11,4974.00,0.34
245,Entry Long,Sell 48500 PE,2024-04-08 12:40,48665.60,30,-2655.00,-0.18,147354.00,-0.23,1540.50,0.11,4974.00,0.34
246,Exit Short,X-Exit-Sell Sell 49000 CE,2024-04-09 14:45,48716.10,30,2104.50,0.14,149458.50,0.18,6540.00,0.45,523.50,0.04
246,Entry Short,Sell 49000 CE,2024-04-09 13:35,48786.25,30,2104.50,0.14,149458.50,0.18,6540.00,0.45,523.50,0.04
